,Property.GFA...Self.Reported..ft_2.,Primary.Property.Type...Self.Selected,Weather.Normalized.Site.Energy.Use..kBtu.,Weather.Normalized.Site.Electricity..kWh.,Year.Built
6153,83146,Multifamily Housing,8458860,1296441.8,1977
6154,69803,Senior Care Community,11188614.3,1305295.5,1974
6155,92950,Multifamily Housing,7297440.7,353721.8,1927
6156,52630,Multifamily Housing,4194730.3,70414,1924
6157,72000,K-12 School,10344592.9,709168.3,2003
6158,130500,Multifamily Housing,10856421.1,532785.9,1937
6159,96545,Multifamily Housing,11804301.4,320653.4,1926
6160,123140,Senior Care Community,20574219.4,2036799.9,1975
6161,130500,Senior Care Community,24015078.8,2375599.6,1996
6162,101196,Multifamily Housing,24565090.9,996828.4,1926
6163,92950,Multifamily Housing,17562264.1,912223.3,1926
6164,92000,Multifamily Housing,16840889.9,383441.3,1924
6165,196558,Multifamily Housing,23927278.5,2638135,2010
6166,56400,Multifamily Housing,3082953.4,410932.1,1900
6167,82026,Multifamily Housing,4561268.5,9751,1992
6168,113721,Multifamily Housing,30160708.2,796084,1965
6169,56963,Multifamily Housing,7527637.2,500536.1,1920
6170,126561,Multifamily Housing,8184227.1,723319.1,1964
6171,53298,Multifamily Housing,5294136.4,198393.1,1935
6172,191934,Multifamily Housing,10896835.4,951129.9,2007
6173,93570,Multifamily Housing,14040982.8,1101319.6,2008
6174,68000,Multifamily Housing,7978055.9,713717.2,1927
6175,109350,K-12 School,17158202.8,1813599.7,1920
6176,574751,Multifamily Housing,55364598.4,10564799.1,1974
6177,164336,Multifamily Housing,14007213.5,560958.3,1941
6178,94600,Multifamily Housing,9111438.8,672084.6,1982
6179,258636,Multifamily Housing,29559888.4,2046545.2,1968
6180,100359,Multifamily Housing,8488583,754663.9,2003
6181,70875,Non-Refrigerated Warehouse,6559457.5,978839.9,1962
6182,232076,Multifamily Housing,13270118.3,1398638.1,2003
6183,149564,Multifamily Housing,7022621,1460036.3,1927
6184,118218,Multifamily Housing,29766556.1,1235413.1,1928
6185,76689,Multifamily Housing,6357752.2,585349.4,2009
6186,64800,Multifamily Housing,7663399.6,682907.1,1931
6187,109419,Multifamily Housing,7507825.9,429935.5,1938
6188,83721,Multifamily Housing,6585168.2,294082.8,1957
6189,59445,Office,2124459.2,333141.6,1930
6190,90000,Multifamily Housing,6190712.5,314503.1,1963
6191,70077,Multifamily Housing,3650078.9,217640,1911
6192,64411,Multifamily Housing,2225719,614542.4,1980
6193,54696,Multifamily Housing,3407902.7,252251.6,1925
6194,127000,Multifamily Housing,10610146.9,586771,1961
6195,370990,Multifamily Housing,72596597.8,1920898.6,1963
6196,57668,Multifamily Housing,4282761.6,491825.9,2006
6197,52088,Office,1233880.1,361629.5,1913
6198,54075,Multifamily Housing,5705175,212167.2,1925
6199,51085,Other,12110399.5,513899.9,2012
6200,51654,Multifamily Housing,4574564.6,176981.1,1923
6201,52529,Multifamily Housing,4557711.1,147523,1928
6202,71992,Multifamily Housing,6823888.2,431329.4,1928
6203,54485,Multifamily Housing,6620450.6,236093.2,1937
6204,55025,Multifamily Housing,5609943.4,462227.4,1901
6205,74970,Multifamily Housing,4394519.2,268690.1,1959
6206,93570,Multifamily Housing,13998923.3,1088992.7,2008
6207,70875,Multifamily Housing,4160620.2,326488,1920
6208,81900,Multifamily Housing,7507467.2,375094.8,1924
6209,51516,Multifamily Housing,3446976.6,383605.3,2009
6210,98581,Multifamily Housing,5141376.7,817287.5,1903
6211,85137,Multifamily Housing,9876377.3,661394.7,1920
6212,100800,Multifamily Housing,14370255.2,464191.7,1941
6213,98066,Multifamily Housing,9823674.5,1009686,1910
6214,52829,Multifamily Housing,3431020,301468.8,1909
6215,69600,Multifamily Housing,4178694.1,40744.8,1924
6216,86625,Multifamily Housing,6811595.1,344607.9,1928
6217,209502,Multifamily Housing,16803447.2,895896.6,1966
6218,71870,Multifamily Housing,6374318.6,291905.1,1927
6219,129188,Other,10406409.1,1530893.5,1967
6220,144330,Multifamily Housing,9940140.4,1634222.2,1930
6221,74713,Multifamily Housing,3886622.2,802397.9,1958
6222,63657,Multifamily Housing,1076095.6,306300,2005
6223,56831,Multifamily Housing,3801349,400072.7,2006
6224,127600,Multifamily Housing,7028317.1,1529214.4,1930
6225,273882,Senior Care Community,17738457.9,3254676.6,1989
6226,165466,Multifamily Housing,23172971.2,1390305.5,1972
6227,342430,Multifamily Housing,49997986,3422778.8,1974
6228,257718,Multifamily Housing,21134948.2,1302936.8,1983
6229,210175,Multifamily Housing,14878335.6,1105552.7,1985
6230,1597950,Multifamily Housing,139384619.5,14111522,1973
6231,167500,Multifamily Housing,22181776.4,1363478.1,1973
6232,207850,Multifamily Housing,24693800.3,2342752.2,1973
6233,69174,Multifamily Housing,7218581.2,342168.5,1920
6234,175307,Office,13419454.5,2516394,1927
6235,111236,Office,10003564.9,1333709.4,1910
6236,234132,Mixed Use Property,16853421.7,2821177.1,1922
6237,90500,Office,4913476.3,835011.6,1910
6238,143791,Multifamily Housing,12837137.2,898745.7,1927
6239,124800,Hospital (General Medical & Surgical),18533593.7,1264643.6,1962
6240,71925,Hotel,9825723.5,1113789.6,1931
6241,85706,Multifamily Housing,11845427.6,816251.9,1930
6242,114510,Multifamily Housing,13094684.3,691670.7,1966
6243,55146,Multifamily Housing,2884664.5,269853.5,1953
6244,75677,Manufacturing/Industrial Plant,5169772.9,193200,1972
6245,148478,Office,14232944.7,1986543.5,1932
6246,82336,Hotel,10308581.8,745280,1915
6247,114500,Non-Refrigerated Warehouse,2141941.8,3840,1948
6248,125251,Multifamily Housing,16821298.3,736412.2,1964
6249,118000,Non-Refrigerated Warehouse,10221027.7,574079.9,1952
6250,164493,Multifamily Housing,29985186.8,791766.1,1963
6251,122220,Multifamily Housing,20496925.6,578945.2,1961
6252,66633,Non-Refrigerated Warehouse,9596446.8,666331.9,1920
6253,179576,Multifamily Housing,3514654.5,967949.9,1963
6254,248628,Multifamily Housing,25513732,1345994.3,1903
6255,62118,Multifamily Housing,1252272.4,255939.9,1937
6256,116445,Non-Refrigerated Warehouse,1233329.2,225472.6,2001
6257,70788,Multifamily Housing,5284137.7,219662.9,1929
6258,214360,Multifamily Housing,21123267.7,2517582.2,2002
6259,22575,Non-Refrigerated Warehouse,396160.2,7680,1920
6260,163787,Multifamily Housing,7271551.2,771308.2,1958
6261,111310,Multifamily Housing,12387916.7,717043.5,1916
6262,57707,Hotel,10373960.1,1555459.8,1999
6263,155000,Multifamily Housing,18925755.4,424319.9,1962
6264,95498,Office,7579308.3,68159,1900
6265,215365,Non-Refrigerated Warehouse,1566022,268500,1924
6266,137261,Multifamily Housing,6211129.6,1191405.9,1981
6267,59000,Office,2700502.1,632553.4,1927
6268,1412862,Hotel,152429379.7,10094625.7,1918
6269,2462789,Office,333465661.2,28199170.5,1970
6270,958553,Office,100859833.2,26806378.5,1990
6271,1011831,Office,59510792.7,14693504.3,1910
6272,793262,Hotel,77758710.7,11203749.6,1989
6273,249885,Office,13686391.4,4003447.3,1986
6274,75077,Office,9168731.7,1267793.8,1926
6275,459288,Office,14160001.7,3264915.5,1906
6276,848010,Office,83652787.5,14296893.5,1970
6277,1339563,Office,196271819,48564998.5,2003
6278,964754,Office,70689004.6,15038562.9,1925
6279,888431,Office,112485234.4,12419991.4,1964
6280,1482425,Office,126070085.9,23441767.7,1965
6281,444606,Office,35425263.3,7434136.5,1915
6282,356686,Office,23802715.2,5253596.6,1949
6283,573338,Office,53646450.1,7161657.7,1969
6284,89978,Office,12384438.9,2331108.9,1926
6285,810475,Office,65638151.1,14918957.6,1963
6286,1137698,Office,89100133.3,17308085.4,1906
6287,63456,Office,9894812.1,2494595.9,1954
6288,166738,Retail Store,56602707.4,7023940.7,1967
6289,55015,Retail Store,7234513.6,1855314.1,1874
6290,121352,Office,14678750.7,2826015.9,1932
6291,1130275,Office,94644582.3,16006308.6,1923
6292,206442,Retail Store,39092930.9,7934040,1971
6293,2091434,Office,221880841.5,33711093.5,1963
6294,791632,Office,66233762,11305980,1968
6295,1563751,Office,183436688.7,34114325,1957
6296,58300,Multifamily Housing,4496673.8,218445,1931
6297,66216,Multifamily Housing,5987765.5,454551.8,1926
6298,58392,Multifamily Housing,6478799.5,212378,1950
6299,68466,Multifamily Housing,6047687.7,280508.8,1950
6300,132725,Multifamily Housing,12175470.5,605175.9,1954
6301,53000,Multifamily Housing,5054707.7,237385,1931
6302,26676,Multifamily Housing,2902336.5,NA,1925
6303,36000,Multifamily Housing,1002219,91461.7,1927
6304,26676,Multifamily Housing,704285.3,139855,1925
6305,116784,Multifamily Housing,9999992.7,102806.3,1950
6306,95904,Multifamily Housing,11259613.8,408199.9,1927
6307,42000,Multifamily Housing,4966392.6,180638,1928
6308,26860,Multifamily Housing,2109979.3,222025.7,1800
6309,38908,Multifamily Housing,4407818.4,80910,1950
6310,52000,Multifamily Housing,5169613.6,200766,1930
6311,59596,Multifamily Housing,6178461.7,312954,1963
6312,50232,Multifamily Housing,4982352.8,301527.8,1929
6313,116784,Multifamily Housing,13864713.2,363750.8,1950
6314,89781,Multifamily Housing,9262125.6,378254.5,1928
6315,55526,Multifamily Housing,5461571.3,258878.5,1940
6316,116784,Multifamily Housing,14326709.1,482586.5,1950
6317,116784,Multifamily Housing,11099790.8,435829.9,1950
6318,58392,Multifamily Housing,5077847.4,48564,1950
6319,97266,Multifamily Housing,9777886,439426,1961
6320,77856,Multifamily Housing,6633011,38688,1950
6321,41600,Multifamily Housing,1857407.5,163134.1,1931
6322,56075,Multifamily Housing,13561713.4,325326.2,1950
6323,57291,Multifamily Housing,6859282,197286.3,1925
6324,97320,Multifamily Housing,10492749.2,388635,1950
6325,191330,Multifamily Housing,16640693.8,886886.8,1956
6326,92580,Multifamily Housing,9127024.1,358906.3,1929
6327,21568,Multifamily Housing,2668676.4,239031.7,1915
6328,57990,Multifamily Housing,5547034.5,251220,1930
6329,21574,Multifamily Housing,704720,192590.8,1920
6330,21574,Multifamily Housing,4326771.4,91966.1,1900
6331,46140,Multifamily Housing,4809704.3,190141.2,1931
6332,38865,Multifamily Housing,4919503.2,221611.5,1927
6333,10618,Multifamily Housing,476074.5,65262.2,1926
6334,10600,Multifamily Housing,704608.8,43530,1901
6335,12775,Multifamily Housing,1819155.8,57040,1901
6336,12430,Multifamily Housing,1564526,39242,1926
6337,12430,Multifamily Housing,1901545.3,46622.1,1926
6338,12540,Multifamily Housing,1936737.8,51673,1926
6339,12805,Multifamily Housing,1752187.2,44794,1901
6340,13500,Multifamily Housing,2212905.6,198929,1905
6341,13500,Multifamily Housing,1852371.2,44637,1905
6342,97320,Multifamily Housing,9816757.1,71655,1950
6343,235467,Multifamily Housing,17414679,290790,1948
6344,18000,Multifamily Housing,2940257,53624.2,1914
6345,111055,Multifamily Housing,4171526.9,529848.9,1961
6346,22250,Multifamily Housing,2000361.9,70019.7,1913
6347,119788,Multifamily Housing,14871148.9,579923.8,1929
6348,64518,Multifamily Housing,6717650.3,199752,1920
6349,23035,Multifamily Housing,5622145.6,114008,1925
6350,32599,Multifamily Housing,2870619.7,120287,1926
6351,45665,Multifamily Housing,6252750.9,295120.3,1922
6352,36485,Multifamily Housing,5757255.3,26640,1920
6353,36793,Multifamily Housing,2567528.8,109751.9,1932
6354,24985,Multifamily Housing,2883790.7,117553,1924
6355,47750,Multifamily Housing,4254629.7,181734,1925
6356,40135,Multifamily Housing,4391868.2,141218.9,1923
6357,41670,Multifamily Housing,4474614.6,223356,1923
6358,54370,Multifamily Housing,4833372.5,108373,1924
6359,26220,Multifamily Housing,3117531.3,126334.6,1923
6360,10060,Multifamily Housing,962132.7,39955.3,1930
6361,10060,Multifamily Housing,1016534,45084.5,1930
6362,19350,Multifamily Housing,2403277.6,93160.7,1928
6363,27144,Multifamily Housing,3939797.7,240813,1900
6364,2904,Multifamily Housing,202962.4,33579.5,1800
6365,4292,Multifamily Housing,218446.5,64023,1910
6366,12420,Multifamily Housing,1059269.1,21750,1930
6367,161362,Multifamily Housing,19716398.7,714268.3,1928
6368,14284,Multifamily Housing,2057407.4,57369.5,1925
6369,175726,Multifamily Housing,14142244.2,274951,1948
6370,30750,Multifamily Housing,1230847,177144.8,1931
6371,27200,Multifamily Housing,2681184.6,97457,1927
6372,123524,Multifamily Housing,8763673.2,713599.5,1959
6373,71868,Multifamily Housing,7068955.5,236058.9,1939
6374,43000,Multifamily Housing,3391241.4,259790.9,1915
6375,47748,Multifamily Housing,1992274.9,197303.9,1957
6376,77050,Multifamily Housing,7241466.3,339797.9,1938
6377,70500,Multifamily Housing,6743658.4,238471,1949
6378,142260,Multifamily Housing,13976903.6,291746,1946
6379,204340,Multifamily Housing,32323156.3,452101.2,1952
6380,105360,Multifamily Housing,9557901.6,422202.9,1928
6381,57460,Multifamily Housing,4688872.4,227299,1936
6382,53796,Multifamily Housing,8325856.8,83520,1926
6383,28600,Multifamily Housing,2875482.4,114475,1929
6384,28600,Multifamily Housing,3792034.6,106897.5,1929
6385,13600,Multifamily Housing,1108078.1,39049,1936
6386,27200,Multifamily Housing,2606846.3,89820.8,1925
6387,111648,Multifamily Housing,10444934.3,481236.6,1934
6388,46354,Multifamily Housing,4478656.5,193240.6,1953
6389,540916,Multifamily Housing,41955883.6,2976372.8,2004
6390,49862,Multifamily Housing,4929407.5,241156.6,1925
6391,77856,Multifamily Housing,10683292.8,301101,1950
6392,27192,Multifamily Housing,3788013.5,155753,1927
6393,27192,Multifamily Housing,4060046.2,137362.1,1928
6394,50968,Multifamily Housing,4651612.8,198270.8,1928
6395,31471,Multifamily Housing,6256595.3,159405.7,1926
6396,716400,Multifamily Housing,120177612.5,3959687.5,1947
6397,22000,Multifamily Housing,2072155.9,64270.9,1923
6398,3875,Multifamily Housing,755735.6,19302.9,1931
6399,7068,Multifamily Housing,747642.8,25613,1908
6400,40000,Multifamily Housing,4651758.2,NA,1928
6401,40740,Multifamily Housing,4449324.8,200748,1928
6402,49800,Multifamily Housing,6392546,194948,1936
6403,44310,Multifamily Housing,4662814.3,165636.2,1930
6404,42700,Multifamily Housing,4812795.8,185986,1931
6405,44316,Multifamily Housing,3968700.5,181146.7,1925
6406,48600,Multifamily Housing,4448053.8,281459,1964
6407,45900,Multifamily Housing,1671824.8,192481.8,1932
6408,54490,Multifamily Housing,1553837.5,224676.1,1953
6409,49518,Multifamily Housing,5110457.1,217210.2,1926
6410,14240,Multifamily Housing,3708468.7,39176,1927
6411,57993,Multifamily Housing,1131780.9,331706,1929
6412,41558,Multifamily Housing,1080080.9,195225.2,1925
6413,38813,Multifamily Housing,1288653.4,221765.3,1930
6414,67680,Multifamily Housing,5629833.4,240399.9,1912
6415,78030,Multifamily Housing,8894419.9,776247.3,1929
6416,108000,Multifamily Housing,9449450.5,451546.9,1935
6417,56350,Parking,5538368.3,289792.2,1930
6418,161603,Office,17856036,3643000.1,1916
6419,105000,Office,8787085.7,1547578.6,1988
6420,124956,Office,5531785,1089870.8,1930
6421,50400,Multifamily Housing,6054840.7,259918.2,1958
6422,51676,Multifamily Housing,5255266.8,258476.4,1924
6423,172800,Multifamily Housing,14716790.8,1120253.4,1930
6424,163743,Office,13551216.2,2341387.4,1971
6425,94000,Office,15008567,1366399.9,1975
6426,231000,Multifamily Housing,44413198,1490321.5,1962
6427,182499,Multifamily Housing,26175319.5,1794332.1,2012
6428,77677,Multifamily Housing,5049904.9,658571.6,1900
6429,54438,Multifamily Housing,9299908,190547.9,1940
6430,75485,Multifamily Housing,12247435.5,416463.2,1941
6431,58394,Multifamily Housing,3236206,484681.5,1999
6432,47250,Office,2379263.3,420135.8,2001
6433,58538,Multifamily Housing,8390862.5,574057.6,1914
6434,564196,Multifamily Housing,11956799.3,3337559.9,1963
6435,69605,Multifamily Housing,3377766.1,330540.1,1960
6436,65242,Office,7596289.1,948507.2,1924
6437,87572,Multifamily Housing,8167380.9,295696,1949
6438,588551,Multifamily Housing,58047036.4,4542399.4,1963
6439,417222,Office,30787133.9,5737245.4,1987
6440,141355,Office,20454641.3,1259913.2,1931
6441,71513,Multifamily Housing,13893470,234249.4,1920
6442,627431,Office,53226561.6,9585634.3,1980
6443,405601,Office,31269194.2,6845200.6,1986
6444,230000,Multifamily Housing,35340059.5,2720068.7,2003
6445,471909,Office,24810197.5,5322892.5,1970
6446,234440,Multifamily Housing,17342317.9,940599.9,2005
6447,1026632,Office,82408685.4,14582584,1977
6448,1035763,Office,211777141.5,14073407.8,1974
6449,123533,Office,9827796.9,1385599.9,1912
6450,608768,Office,55677870.7,7644991.2,1963
6451,297638,Office,20369077.9,3623412.4,1955
6452,150620,Office,17746464.2,1324195.4,1924
6453,91476,Non-Refrigerated Warehouse,2994998,103200,2001
6454,54395,Office,4414657,453609.7,1925
6455,126383,Office,5865046.7,1045211.9,1914
6456,71513,Multifamily Housing,9119724.7,270991.7,1928
6457,52848,Multifamily Housing,7775949.5,268686.2,1924
6458,59274,Multifamily Housing,4737983.4,177589.6,1923
6459,94968,Multifamily Housing,9821487.6,529231.9,1940
6460,162540,Multifamily Housing,8065923.5,501561.2,1917
6461,685775,Multifamily Housing,76993125.7,4089599.6,1932
6462,324023,Multifamily Housing,32520811,1727081.3,1961
6463,83410,Office,3666969,515279.5,1922
6464,60000,Multifamily Housing,5933511,664673.7,2001
6465,55068,Multifamily Housing,5610149.6,224344.6,1930
6466,83519,Multifamily Housing,3313662.6,385899.6,1909
6467,59459,Multifamily Housing,5443811.7,231281.7,1910
6468,87645,Multifamily Housing,8210724.2,386496,1909
6469,75655,Office,10535409.5,1103001.8,1915
6470,62238,Multifamily Housing,10565870.5,289599.9,1923
6471,82255,Office,3512637.7,679849.9,1917
6472,231938,Office,17608140.9,3400123.1,1957
6473,186051,Office,11821498.2,1194300.1,1920
6474,98456,Office,8412338.7,1058171.1,1927
6475,131548,Multifamily Housing,12583828.1,513643.1,1912
6476,107179,Office,13456441.8,1331020.4,1920
6477,62102,Multifamily Housing,9597506.8,791039.9,1963
6478,57031,Multifamily Housing,5627117.8,301670.4,1924
6479,94144,Multifamily Housing,9560242.5,175181,1961
6480,61839,Multifamily Housing,2244985.6,97536.9,1960
6481,75600,Multifamily Housing,1470369.3,351287.8,1953
6482,171604,Multifamily Housing,20232715.2,378080,1961
6483,65118,Multifamily Housing,8671751.6,429911.7,1952
6484,382931,Office,33361268.5,1679712.8,1930
6485,59920,Multifamily Housing,6686509.8,459056.3,1938
